ID,YardName,Polygon_WKT,Main_Direction
646,NORTHERN MAINE JUNCTION (MMA),"POLYGON ((-68.86903527145645 44.69351078139601, -68.87663763133843 44.71691968271389, -68.86746531364918 44.79194992327795, -68.84914985885877 44.78422851002876, -68.86903527145645 44.69351078139601))","((-68.86903527145645, 44.69351078139601), (-68.86746531364918, 44.79194992327795))"
647,NORTHFIELD,"POLYGON ((-93.18532433440249 44.44686366346427, -93.18135518122061 44.44989790592334, -93.16733910080663 44.45513620867143, -93.16850599753074 44.45381723142069, -93.18532433440249 44.44686366346427))","((-93.1853243344025, 44.44686366346427), (-93.16733910080663, 44.45513620867143))"
648,OTTUMWA,"POLYGON ((-92.46041708453726 41.01553718410371, -92.44830259279078 41.02230826889981, -92.42699667237265 41.02529876550301, -92.43019453971498 41.02284129915076, -92.46041708453726 41.01553718410371))","((-92.46041708453726, 41.01553718410371), (-92.42699667237265, 41.02529876550301))"
649,PORTAGE YARD,"POLYGON ((-89.44432203722981 43.54484114196671, -89.47415680529642 43.54680596136064, -89.47951876014591 43.5494019526715, -89.45025277518052 43.54800992655999, -89.44432203722981 43.54484114196671))","((-89.44432203722981, 43.54484114196671), (-89.47951876014591, 43.5494019526715))"
650,PORTAL,"POLYGON ((-102.5205334842528 48.9809116334561, -102.5210362677631 48.98016736244746, -102.5483516353444 48.99850411669625, -102.5466116875158 48.99813294969833, -102.5205334842528 48.9809116334561))","((-102.5205334842528, 48.980911633456095), (-102.54835163534439, 48.998504116696246))"
651,RIVERSIDE PP,"POLYGON ((-90.44997021140212 41.53829396542485, -90.44995110990905 41.54752688509819, -90.44767660020104 41.5482555595175, -90.4443948369204 41.5452616426364, -90.44997021140212 41.53829396542485))","((-90.44997021140212, 41.53829396542485), (-90.44767660020104, 41.5482555595175))"
652,ROCKFORD (CPRS),"POLYGON ((-89.10433798127863 42.27036685838175, -89.10525787947901 42.27066498114964, -89.10430312889241 42.2741525016635, -89.10387471879726 42.27368849804377, -89.10433798127863 42.27036685838175))","((-89.10433798127863, 42.27036685838175), (-89.10430312889241, 42.2741525016635))"
653,SARATOGA SPRINGS,"POLYGON ((-73.81782419532809 43.05988413622349, -73.81863134772965 43.06395931188244, -73.81554119272639 43.06941686936661, -73.81522616091338 43.06885979166923, -73.81782419532809 43.05988413622349))","((-73.81782419532809, 43.05988413622349), (-73.81554119272639, 43.069416869366606))"
654,SHOREHAM YARD,"POLYGON ((-93.26037524684435 45.01638281273509, -93.2627589251733 45.02785512941196, -93.24890932505403 45.03276486993982, -93.24785647883863 45.01865206091588, -93.26037524684435 45.01638281273509))","((-93.26037524684435, 45.01638281273509), (-93.24890932505403, 45.03276486993982))"
655,SIDING 466,"POLYGON ((-101.2423935451845 48.2107845969448, -101.2428837888196 48.21003258998497, -101.2731109760347 48.22869946099195, -101.2606756036755 48.22264730995944, -101.2423935451845 48.2107845969448))","((-101.24239354518448, 48.2107845969448), (-101.2731109760347, 48.22869946099195))"
656,ST. PAUL YARD,"POLYGON ((-93.02227710626921 44.92708221884019, -93.02284073596823 44.92639080800099, -93.03931313409235 44.93772002288565, -93.02816426060741 44.93314384025874, -93.02227710626921 44.92708221884019))","((-93.02227710626921, 44.92708221884019), (-93.03931313409235, 44.93772002288565))"
657,STINSON AVE YARD,"POLYGON ((-92.08502653788462 46.68214778447752, -92.0870825048865 46.68835279717545, -92.08542132636484 46.69912294569358, -92.08494203875573 46.69867250563192, -92.08502653788462 46.68214778447752))","((-92.08502653788462, 46.68214778447752), (-92.08542132636484, 46.69912294569358))"
658,TAYLOR,"POLYGON ((-75.70644719235834 41.38514441046967, -75.7036886934023 41.38777340661308, -75.69081397917735 41.39064138054247, -75.69110470661904 41.39007830287927, -75.70644719235834 41.38514441046967))","((-75.70644719235834, 41.38514441046967), (-75.69081397917735, 41.39064138054247))"
659,THIEF RIVER FALLS,"POLYGON ((-96.17551480583805 48.1211264547415, -96.17637638612737 48.12094530164089, -96.18759335964384 48.14810015894749, -96.17582218320075 48.12880765115055, -96.17551480583805 48.1211264547415))","((-96.17551480583805, 48.1211264547415), (-96.18759335964384, 48.148100158947486))"
660,TRACY,"POLYGON ((-95.61377412471826 44.22936619126092, -95.61407551797541 44.2285201927592, -95.6247083560288 44.2326007462501, -95.62166222750155 44.23237539628091, -95.61377412471826 44.22936619126092))","((-95.61377412471826, 44.22936619126092), (-95.6247083560288, 44.2326007462501))"
661,TUB MTN. (WHITEHALL),"POLYGON ((-73.41554914549849 43.50464050315603, -73.41636775656401 43.50499054520176, -73.40465849886439 43.54556951147751, -73.40494692154452 43.54128646748583, -73.41554914549849 43.50464050315603))","((-73.41554914549849, 43.50464050315603), (-73.40465849886439, 43.54556951147751))"
662,WABASHA,"POLYGON ((-92.04264608875151 44.37811858643302, -92.04404334872912 44.37794042983982, -92.07321358626899 44.40002431964555, -92.06677485062778 44.39680241509135, -92.04264608875151 44.37811858643302))","((-92.04264608875151, 44.37811858643302), (-92.07321358626899, 44.400024319645546))"
663,WASECA,"POLYGON ((-93.51282517570218 44.07704026601064, -93.51813434644556 44.07631807354766, -93.52311871518702 44.07833869115756, -93.52259436950506 44.07874068165549, -93.51282517570218 44.07704026601064))","((-93.51282517570218, 44.07704026601064), (-93.52311871518702, 44.07833869115756))"
664,WEST,"POLYGON ((-89.05065297874162 42.48141714010394, -89.05124983431526 42.48207935149549, -89.04122890586081 42.49264296086142, -89.04257903776445 42.49026001967337, -89.05065297874162 42.48141714010394))","((-89.05065297874162, 42.48141714010394), (-89.0412289058608, 42.492642960861424))"
665,WEST DAVENPORT,"POLYGON ((-90.61619320385275 41.50520284841691, -90.616711451405 41.50593259458331, -90.60646789032249 41.5138328560972, -90.61038032293864 41.50927255987829, -90.61619320385275 41.50520284841691))","((-90.61619320385275, 41.505202848416914), (-90.60646789032249, 41.513832856097196))"
666,BURR OAK,"POLYGON ((-87.67565479824867 41.65586881842571, -87.67345974311175 41.66793956021952, -87.66785264211654 41.67374144904451, -87.67234455365156 41.66089556883824, -87.67565479824867 41.65586881842571))","((-87.67565479824867, 41.65586881842571), (-87.66785264211654, 41.673741449044506))"
667,HARBOR,"POLYGON ((-87.55819893325206 41.67157477784213, -87.55902974832179 41.67182496588048, -87.5581672507176 41.68329998815166, -87.5573877142545 41.68201219577427, -87.55819893325206 41.67157477784213))","((-87.55819893325206, 41.67157477784213), (-87.5581672507176, 41.68329998815166))"
668,IRONDALE,"POLYGON ((-87.55796698501909 41.70510294501612, -87.55912598025895 41.7059805523629, -87.55884809636055 41.71519523583791, -87.55750726417691 41.70979269044859, -87.55796698501909 41.70510294501612))","((-87.55796698501909, 41.705102945016115), (-87.55884809636055, 41.71519523583791))"
669,BAYONNE,"POLYGON ((-74.12264401526542 40.65464807860055, -74.12315402319514 40.655359613618, -74.11676764374617 40.6607255699958, -74.11872955008296 40.65684349058881, -74.12264401526542 40.65464807860055))","((-74.12264401526542, 40.65464807860055), (-74.11676764374617, 40.6607255699958))"
670,BAYWAY (CSAO),"POLYGON ((-74.21050006614269 40.63132472997091, -74.20794274251193 40.6378671742717, -74.20171282679924 40.64670881713938, -74.20155336064748 40.64608708553791, -74.21050006614269 40.63132472997091))","((-74.21050006614269, 40.63132472997091), (-74.20171282679924, 40.64670881713938))"
671,BOUND BROOK,"POLYGON ((-74.53474125083319 40.5591473293423, -74.53251463592969 40.56108865527742, -74.52652637747494 40.56126607107322, -74.52682841065079 40.56071122160996, -74.53474125083319 40.5591473293423))","((-74.53474125083319, 40.5591473293423), (-74.52652637747494, 40.56126607107322))"
672,BRILLS,"POLYGON ((-74.14148999158925 40.71780256051494, -74.13694564546445 40.72565812535802, -74.13260407992151 40.72606519452777, -74.13264412198475 40.72542373120213, -74.14148999158925 40.71780256051494))","((-74.14148999158925, 40.71780256051494), (-74.1326040799215, 40.72606519452777))"
673,BROWNS,"POLYGON ((-74.36407942390888 40.41428053475313, -74.36408592385949 40.41535783346559, -74.34321243542084 40.4274651969106, -74.34767247066836 40.42356579220787, -74.36407942390888 40.41428053475313))","((-74.36407942390888, 40.414280534753125), (-74.34321243542084, 40.427465196910596))"
674,CROXTON,"POLYGON ((-74.06421239166011 40.74627919260274, -74.06508057499491 40.74609567967413, -74.07187638292532 40.76615210541872, -74.07116073289679 40.7655533895494, -74.06421239166011 40.74627919260274))","((-74.0642123916601, 40.74627919260274), (-74.07187638292532, 40.76615210541872))"
675,DEEPWATER,"POLYGON ((-75.48632565691335 39.68946092962406, -75.48632271997948 39.69113357976984, -75.47418856004458 39.70512654949618, -75.47487007954831 39.70139002771059, -75.48632565691335 39.68946092962406))","((-75.48632565691335, 39.68946092962406), (-75.47418856004458, 39.70512654949618))"
676,DOREMUS,"POLYGON ((-74.1225853063805 40.70096726846496, -74.14830881797199 40.70863382634796, -74.1482580304676 40.71204439580083, -74.13020530652921 40.71281189032235, -74.1225853063805 40.70096726846496))","((-74.1225853063805, 40.700967268464964), (-74.1482580304676, 40.71204439580083))"
677,DOREMUS AUTORAMP,"POLYGON ((-74.12544238086134 40.70091172549284, -74.14341170209744 40.70690226919388, -74.14577744223254 40.70949682885139, -74.12431267115464 40.70183663280088, -74.12544238086134 40.70091172549284))","((-74.14577744223254, 40.709496828851385), (-74.12431267115464, 40.701836632800884))"
678,DOREUMS AUTORAMP,"POLYGON ((-74.1227747405469 40.70113335053666, -74.1231150515753 40.70030304768046, -74.13648805398736 40.70555040242237, -74.13534580082536 40.70566928680294, -74.1227747405469 40.70113335053666))","((-74.1227747405469, 40.70113335053666), (-74.13648805398736, 40.70555040242237))"
679,EDISON,"POLYGON ((-83.19154327407814 42.12356176137929, -83.19084977117262 42.12299248656558, -83.19610334711324 42.11779735346511, -83.19619647930479 42.11842569085732, -83.19154327407814 42.12356176137929))","((-83.19084977117262, 42.12299248656558), (-83.19610334711324, 42.117797353465114))"
680,EDISON,"POLYGON ((-74.39386600132647 40.52921657078927, -74.383425277946 40.53527375013682, -74.37387963073238 40.53654824644813, -74.38323898342429 40.53173799526954, -74.39386600132647 40.52921657078927))","((-74.39386600132647, 40.52921657078927), (-74.37387963073238, 40.536548246448135))"
681,EDISON (CSAO),"POLYGON ((-83.19549629031039 42.11786395973718, -83.19573043433921 42.11915372635012, -83.19075548570346 42.12468377083514, -83.19108697659438 42.12295764785049, -83.19549629031039 42.11786395973718))","((-83.19549629031039, 42.11786395973718), (-83.19075548570346, 42.12468377083514))"
682,ERAIL,"POLYGON ((-74.17950349391299 40.66226935941507, -74.18051640941336 40.66216514193059, -74.180260054135 40.66338808651865, -74.17962698962759 40.66327236808118, -74.17950349391299 40.66226935941507))","((-74.18051640941336, 40.662165141930586), (-74.1796269896276, 40.66327236808118))"
683,FRANKFORD JCT YARD,"POLYGON ((-75.0959043374507 39.99799577862343, -75.09648434971361 39.99867857836752, -75.0897634087148 40.00458368722622, -75.09212640237777 40.0011020650467, -75.0959043374507 39.99799577862343))","((-75.0959043374507, 39.997995778623434), (-75.0897634087148, 40.004583687226216))"
684,HUBER,"POLYGON ((-83.03452954946228 42.39769228364574, -83.03555235575811 42.39895983334961, -83.03511814920515 42.40504918253205, -83.03431247117902 42.40302332208844, -83.03452954946228 42.39769228364574))","((-83.03452954946228, 42.39769228364574), (-83.03511814920515, 42.405049182532046))"
685,HUNTER,"POLYGON ((-74.18586190862428 40.71133900895456, -74.18311978624493 40.71677901088315, -74.18142470941496 40.71673161854552, -74.18253803380823 40.71421109372518, -74.18586190862428 40.71133900895456))","((-74.18586190862428, 40.71133900895456), (-74.18142470941496, 40.716731618545516))"
686,IRVINGTON,"POLYGON ((-74.22370315328465 40.71686079344914, -74.22432747670304 40.71747787271818, -74.22066766119201 40.72150834081421, -74.22024569189044 40.72067012407587, -74.22370315328465 40.71686079344914))","((-74.22370315328465, 40.716860793449136), (-74.22066766119201, 40.72150834081421))"
687,LINCOLN,"POLYGON ((-83.17834565057431 42.26351107288325, -83.167835860699 42.2773641711311, -83.16448004257774 42.27971565710224, -83.17117006838727 42.27059667110511, -83.17834565057431 42.26351107288325))","((-83.17834565057431, 42.263511072883254), (-83.16448004257774, 42.27971565710224))"
688,LINCOLN AUTO,"POLYGON ((-83.16542319992979 42.27686537905708, -83.16470085054874 42.27950585544384, -83.16057296934629 42.28138794871283, -83.16060355563071 42.28075493065498, -83.16542319992979 42.27686537905708))","((-83.16542319992979, 42.27686537905708), (-83.16057296934629, 42.281387948712826))"
689,LINDEN,"POLYGON ((-74.26055343877745 40.61997356440152, -74.2558616683002 40.6261642657178, -74.25087907483287 40.62158142906922, -74.25169494239013 40.62085010833046, -74.26055343877745 40.61997356440152))","((-74.26055343877745, 40.61997356440152), (-74.25087907483287, 40.62158142906922))"
690,LIVERNOIS,"POLYGON ((-83.11532389334634 42.31180478254207, -83.13696400940584 42.32011895487253, -83.13721502216528 42.32069880698314, -83.10710536399402 42.3255942307038, -83.11532389334634 42.31180478254207))","((-83.13721502216528, 42.32069880698314), (-83.10710536399402, 42.3255942307038))"
691,LOWER,"POLYGON ((-74.33742564847324 40.50450164943327, -74.33879016929767 40.50624396721852, -74.33868133055141 40.51065098582664, -74.33814053128292 40.51032266230506, -74.33742564847324 40.50450164943327))","((-74.33742564847324, 40.504501649433266), (-74.33868133055141, 40.510650985826636))"
692,MACK,"POLYGON ((-82.97170261332451 42.37606735394668, -82.97356425176085 42.37838099642855, -82.97453961951068 42.38409250261395, -82.96969747442583 42.37733151469131, -82.97170261332451 42.37606735394668))","((-82.97170261332451, 42.37606735394668), (-82.97453961951068, 42.384092502613946))"
693,MEADOWS,"POLYGON ((-74.12052347606962 40.74195061479228, -74.13261987726237 40.7430111365405, -74.08591976818437 40.74246165041191, -74.08636798476341 40.74201873020438, -74.12052347606962 40.74195061479228))","((-74.13261987726237, 40.7430111365405), (-74.08591976818437, 40.74246165041191))"
694,MEADOWS IMF,"POLYGON ((-74.09418760685574 40.7400700387948, -74.11655973794257 40.74291314382989, -74.1177546592715 40.74355290436817, -74.08353878288558 40.74183393145216, -74.09418760685574 40.7400700387948))","((-74.1177546592715, 40.743552904368165), (-74.08353878288558, 40.741833931452156))"
695,MEADOWS MAINTENANCE,"POLYGON ((-74.08902580399125 40.74331449780925, -74.10579529936614 40.74281966741248, -74.10891199494981 40.74441836313691, -74.09950434320005 40.74557515521202, -74.08902580399125 40.74331449780925))","((-74.08902580399125, 40.74331449780925), (-74.1089119949498, 40.74441836313691))"
696,MILE RUN,"POLYGON ((-74.46853678295604 40.47711885470181, -74.46890661916171 40.47791549989361, -74.46008856423633 40.48401231766825, -74.46528499337404 40.47840668995745, -74.46853678295604 40.47711885470181))","((-74.46853678295604, 40.47711885470181), (-74.46008856423633, 40.484012317668245))"
697,MILLHAM,"POLYGON ((-74.72768069577333 40.23774235628672, -74.72811553513698 40.23852142110137, -74.71271881257375 40.24909294290799, -74.71377764600282 40.24736787960138, -74.72768069577333 40.23774235628672))","((-74.72768069577333, 40.237742356286724), (-74.71271881257375, 40.24909294290799))"
698,MILLVILLE,"POLYGON ((-75.03536948540841 39.41396066946858, -75.03619645476807 39.41429794065855, -75.03322000237415 39.42306910254503, -75.03374150217439 39.41825045749066, -75.03536948540841 39.41396066946858))","((-75.03536948540841, 39.41396066946858), (-75.03322000237415, 39.42306910254503))"
